Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1.jpg,Test,207.87912395900065,214.75557521767982,176.29910714285714,220.05700898871885,0.1092681133850273,0.10932581625862281,0.11850358302156025,0.10848934875988017,10.014894298526585,10.080958796677995,9.244334561178732,10.315972571336644,8.308151531991932,8.307965368573043,8.245122417347693,8.32037841386789,0.0005102684451512914,0.000516134940569303,0.0005528517658823066,0.0005190581422018596,0.0225891222749201,0.022718603402702882,0.023512800043429677,0.022782847543752288,0.9528337069951504,0.9513782869618934,0.959971631157966,0.9501779012817719
10.jpg,Test,357.60844410634206,235.5146091817652,252.96376521460598,421.3153290836333,0.09044299920264862,0.10656292566595103,0.09780891231441687,0.08310655812122454,12.874819827033953,10.563614792173583,11.1109865470852,14.044440869512758,8.035975619934934,7.932717396550287,7.966307785019475,8.072096594077218,0.0006039205709229738,0.0006729748780993885,0.0006375473032586618,0.0005815582068760277,0.024574795440104356,0.025941759348575195,0.025249699072635735,0.02411551796823008,0.7635398256603886,0.844731719158477,0.8326137193457426,0.7222378317888876
108.jpg,Test,162.91287636130687,170.6572221440206,186.98448510570148,230.36741136962337,0.18384392681084727,0.1644530947094321,0.18685043893953154,0.1629428707679603,7.223534593209481,7.8444569567053435,7.191243593850095,8.152566912666655,7.683167105177994,7.770142295866643,7.670256241218004,7.766706133103122,0.0009243392795456476,0.0008221974673443333,0.0009319585014297903,0.0008268161987106439,0.03040294853374665,0.028673985899144425,0.03052799537194983,0.02875441181298348,0.8945219950857117,0.8899252292872093,0.8789734647236034,0.8514109440537305
109.jpg,Test,505.4653867713005,828.779967423435,676.2411515054453,482.5810895051177,0.10970362906529685,0.09081744000215865,0.11109301452354292,0.09691046472782237,12.854720531710441,15.447264171811216,13.574791800128123,13.539282913390577,8.526005955769307,8.617078278781133,8.512432210114843,8.582110204797754,0.00032384328064487077,0.00028438598989385586,0.000332409720314205,0.000297530894509918,0.017995646158025857,0.016863747800944365,0.01823210685341124,0.017249083874511077,0.6744825792432992,0.46702027652288297,0.5665375179228028,0.6896648197843513
11.jpg,Test,1493.6222573670723,1479.2700838544913,742.948630685458,1362.2040660379257,0.07619987820408176,0.08012259297146057,0.08990544059966388,0.07785636100326922,21.46678811659193,20.96877073739669,15.873718770019218,20.783888676627317,9.196588828808759,9.17656229754423,9.051778240996775,9.202804215398919,0.00016647347565129533,0.0001707193829907371,0.0002023992199712236,0.00016810491900466797,0.012902460061991873,0.013065962765549928,0.01422670798080932,0.012965528103577886,0.5583686667666019,0.5627163996175326,0.7803228360910892,0.5973229557855433
110.jpg,Test,223.74389413837287,216.10209334593497,187.96656790518898,219.7358885157554,0.0941491645812066,0.09476210734919253,0.09889851313089332,0.09580978895774811,11.106642376681615,10.876651450863683,10.209000640614992,10.97110338032134,8.315467873784117,8.302156676836653,8.25774201648672,8.306722031331484,0.00042234050453970727,0.00042887237784936666,0.000444693401501444,0.000428396028212743,0.020550924663861412,0.02070923412029925,0.021087754776207068,0.020697730025602882,0.8922166900616105,0.8962508794566055,0.9094267799701576,0.8945062407985183
111.jpg,Test,508.11517056374123,611.9701984757386,503.0396780909673,462.2594663073861,0.12381522755637447,0.11537039351990183,0.14882427379575436,0.11481156060918227,12.071288436899422,13.143397212893886,10.619795003203077,12.24181061352531,8.485504389435548,8.536556413939396,8.312305525398578,8.516370718403468,0.0003542562455088211,0.00033189741806046363,0.00043474751456465475,0.0003347136634291093,0.018821696137936696,0.018218051983141987,0.020850599861026893,0.018295181426515268,0.6812500352435801,0.6164942679763157,0.6847251322645749,0.7103126978249593
112.jpg,Test,692.0175768737989,764.9779203281787,462.8123798846893,639.178065112912,0.0686233596808165,0.06305245092485505,0.08400854085687012,0.0680136194038542,18.062900384368998,19.19328761889441,14.95479660474055,17.94683182851053,9.096653975243205,9.138654742495936,8.950582187399059,9.098657745348369,0.00016235417038152917,0.00015433869756630356,0.00020030359830895697,0.0001642914934968766,0.012741827591893134,0.012423312664756674,0.014152865374508335,0.012817624331243158,0.67305030490797,0.6383034073812486,0.7813826529236895,0.6977853045268247
113.jpg,Test,334.6138893337604,468.62166944841033,382.22315422805895,452.0937883327635,0.11321242190326973,0.09979994756665496,0.12071300780777035,0.09943780854496188,11.667300608584242,12.75105069476563,11.113088565022423,13.088218142331437,8.242432560392217,8.287656579043212,8.180442600923646,8.317944678533594,0.0004172443245708064,0.000385871107299126,0.0004476997709601347,0.00037580852450408507,0.020426559293498413,0.019643602197639973,0.021158917055467057,0.01938578150356815,0.6908512097963669,0.5678104850535663,0.6497391140446295,0.5830476494514838
114.jpg,Test,135.26327274183217,173.8463874198154,98.55839606021779,171.357095457379,0.16465444492152098,0.13944653742455013,0.18071064275311252,0.13872828884587055,7.485045643818065,8.798668784813689,6.525484465086483,8.81029178145549,8.176493703262844,8.324290751140662,8.061754037879508,8.327805447544325,0.0004975718794462928,0.00042077059249743875,0.0005555886181163127,0.0004198253740970929,0.022306319271594155,0.020512693448141783,0.023570927391944354,0.02048964065319577,0.9281524896158844,0.9077776976037036,0.9476578704126521,0.9091017720828983
