Contrast_0,Correlation_0,Energy_0,Homogeneity_0,Dissimilarity_0,ASM_0,Contrast_45,Correlation_45,Energy_45,Homogeneity_45,Dissimilarity_45,ASM_45,Contrast_90,Correlation_90,Energy_90,Homogeneity_90,Dissimilarity_90,ASM_90,Contrast_135,Correlation_135,Energy_135,Homogeneity_135,Dissimilarity_135,ASM_135,tahap,File,Label
21.143780637254903,0.9915164567483243,0.05591519246770881,0.3735254462452923,2.7050551470588236,0.0031265087487009203,32.608181468665904,0.9869559388390154,0.04980504759398869,0.31333300855026247,3.4178392925797776,0.0024805427658394783,14.160814950980392,0.9943175955701024,0.058171459602984935,0.39360756306769357,2.3535539215686274,0.003383918712341708,29.466958861976167,0.9882124506559005,0.05046182369206244,0.3181824778658546,3.3104344482891204,0.0025463956503287938,P0,100.jpg,Benign
6.494439338235294,0.9956007974689088,0.05596548431400244,0.4305883593397185,1.8091758578431372,0.003132135434500853,11.426805074971165,0.992271780843581,0.0479844043352266,0.3479197517740293,2.4454901960784317,0.002302503059406513,5.501807598039216,0.9962674676637902,0.057079612985748436,0.4457537599873029,1.6869485294117648,0.0032580822186028214,8.500745866974242,0.9942507236077937,0.05330138236143005,0.3991060246847507,2.0608842752787386,0.002841037361639366,P0,101.jpg,Benign
4.533333333333332,0.9972600705686465,0.07865080710514852,0.4825649335448424,1.5026960784313723,0.0061859494582912795,9.150019223375626,0.994486187219352,0.06770803472266597,0.390949066331371,2.1216147635524796,0.00458437796600574,6.092892156862746,0.996315185268543,0.07517959112445821,0.4525418904912133,1.6979166666666667,0.005651970921640716,9.780653594771241,0.9941061768417909,0.06702254433530506,0.38427323367444366,2.1746866589773166,0.004492021449177932,P0,102.jpg,Benign
6.791360294117648,0.9957983839117962,0.08022818789547236,0.46391114244406617,1.7212316176470588,0.006436562132991216,14.182514417531719,0.9912498498360116,0.07287448630386019,0.406476374578878,2.2608842752787393,0.005310690754051507,9.277879901960784,0.9942560250930874,0.08693607943677602,0.5177516950986337,1.5652879901960781,0.007557881907837431,14.127996924259904,0.9912834796830758,0.07504898178568635,0.4216595562612084,2.1498654363706264,0.005632349667068281,P0,103.jpg,Benign
7.9628829656862745,0.9927347427889887,0.03838979156114119,0.37963946406410237,2.0996783088235293,0.0014737760961078673,11.262683583237216,0.9897023237123245,0.035392132169192764,0.3355252822107265,2.5047904652056903,0.0012526030194816092,7.203170955882354,0.9934134302835045,0.03977603666267657,0.39752506210430577,1.9802236519607848,0.0015821330925905907,14.2721414840446,0.986950777450881,0.0336141808482,0.3082672380400352,2.8151633986928104,0.0011299131540954954,P0,104.jpg,Benign
12.350490196078432,0.9904169870384959,0.04054590094258885,0.3414657050840463,2.526194852941176,0.0016439700832462276,17.706066897347178,0.9862915796679179,0.03649619015167793,0.29274738990284266,3.08479815455594,0.0013319718955874334,9.966161151960785,0.9922690964418718,0.04422789119671438,0.3909110713585089,2.107797181372549,0.0019561063597084054,20.807412533640907,0.9838907762161876,0.03678993713963704,0.29353829977951973,3.1339331026528257,0.0013534994747384447,P0,106.jpg,Benign
7.418229166666667,0.9800640443480001,0.05591277405612268,0.3969771876933222,1.9739583333333335,0.0031262383026510253,10.48665897731642,0.9718207932157377,0.05047939495769091,0.3428503649983888,2.399430988081508,0.0025481693152945503,5.923253676470587,0.9840504678308297,0.05844220799539711,0.4259902271399374,1.76859681372549,0.0034154916753772573,10.747128027681661,0.9711207227522936,0.05130474972191809,0.3482996010144639,2.3805920799692433,0.002632177344028655,P0,107.jpg,Benign
12.911994485294118,0.9506757492808662,0.05265067632540923,0.3631383877452391,2.430254289215686,0.002772093717523008,19.99609381007305,0.9230314944778509,0.04772182118304493,0.3138227179003785,3.016716647443291,0.002277372217026516,12.070603553921568,0.9536403174687462,0.054332512229556186,0.3815087191911093,2.297748161764706,0.0029520218851748726,21.520292195309494,0.9171639462026507,0.046747700648402835,0.3030044526968794,3.1271818531334103,0.002185347515912683,P0,108.jpg,Benign
14.131127450980394,0.9901999759822454,0.039932889684414455,0.30782629084401375,2.7671568627450984,0.0015946356785476144,18.826020761245676,0.9867894362576981,0.03714706721912555,0.2780407722626163,3.1822222222222223,0.001379904602982232,8.471951593137256,0.9942102949593176,0.043736810100231546,0.3670073106673756,2.1582567401960784,0.0019129085577437163,20.744836601307192,0.9854411176211629,0.0358982387300318,0.2640345214800011,3.3706266820453674,0.0012886835439183551,P0,12.jpg,Benign
103.6554993872549,0.9392538767844278,0.025691432243774102,0.2608696789260488,5.710860906862745,0.0006600496907364355,192.64346020761246,0.8870285299597643,0.022620986359370706,0.21235038958014055,7.944529027297193,0.0005117090238708355,62.42958026960784,0.9634658593551747,0.0274303091313805,0.2950219990218317,4.442417279411765,0.0007524218590430965,102.7290734332949,0.9397565811612756,0.02339779700801135,0.22571703903198653,6.016178392925799,0.0005474569048281049,P0,13.jpg,Benign
